MTR-SN,Coeff-A,Coeff-B,Coeff-C,Calibration Date,comments,Cal. Residual,comments
4066,1.1247500804E-03,5.2305762524E-04,2.3924476378E-06,13-Nov-15,TB115317,-0.001,
4066,1.1193084912E-03,5.2501743201E-04,2.3552661878E-06,20-Jun-14,TB114171,-0.0015,
4066,1.1154014461E-03,5.2645206600E-04,2.3285141461E-06,18-Jan-08,TB108019,0.0011,
4066,1.0985315738E-03,5.3223794929E-04,2.2278455368E-06,19-May-04,TB104141,-0.0007,
4067,1.1278549486E-03,5.1900463053E-04,2.4272852198E-06,12-Jul-16,TB116193,0.0023,This residual seems a bit high
4067,1.0691175579E-03,5.3885480047E-04,2.0897578530E-06,17-Apr-13,TB113107,-0.0014,This MTR had some dropped data - I made it up (it was only a line and a half before the actual cal comps started) and the cal worked out fine
4067,1.0894427785E-03,5.3202052813E-04,2.2063888368E-06,3-Feb-10,TB110034,0.0013,
4067,1.0860736130E-03,5.3322227594E-04,2.1836691781E-06,10-Jul-06,TB106191,0.001,
4067,1.0766782015E-03,5.3637116251E-04,2.1316750077E-06,19-May-04,TB104141,-0.0008,
4068,1.0812165705E-03,5.3371445515E-04,2.1945931158E-06,22-Mar-16,TB116082,-0.001,
4068,1.0411853928E-03,5.5073955379E-04,1.9157481929E-06,1-Jan-99,,,
4069,1.0744526274E-03,5.3879446516E-04,2.1304902936E-06,19-May-04,TB104141,0.0008,
4069,1.0411853928E-03,5.5073955379E-04,1.9157481929E-06,1-Jan-99,,,made up calbn
4070,1.1228177162E-03,5.2274279537E-04,2.3777286693E-06,12-Jul-16,TB116193,0.0024,This residual seems a bit high
4070,1.0959085235E-03,5.3184617772E-04,2.2230440231E-06,22-Mar-16,TB116082,0.0007,
4070,1.1251076774E-03,5.2185535567E-04,2.3971598411E-06,3-Feb-10,TB110034,-0.0013,dummy calibration (do not use)
4070,1.1010797617E-03,5.3017417241E-04,2.2492781309E-06,6-Jul-06,TB106187,0.0006,
4072,1.1213063818E-03,5.2172449641E-04,2.3792052017E-06,12-Jul-16,TB116193,0.0021,
4072,1.0892652358E-03,5.3257942018E-04,2.1940715839E-06,22-Mar-16,TB116082,-0.001,
4072,1.0874581525E-03,5.3320001596E-04,2.1832404257E-06,10-Jul-06,TB106191,0.0007,
4072,1.0726744537E-03,5.3820129469E-04,2.0988412130E-06,19-May-04,TB104141,-0.0014,
4081,1.0840180222E-03,5.3253385163E-04,2.2068982958E-06,22-Mar-16,TB116082,-0.0007,
4081,1.1327784388E-03,5.1596286030E-04,2.4902391207E-06,11-Aug-03,TB103223,0.0016,
4082,1.1785460002E-03,5.0820624715E-04,2.6410158364E-06,16-Jul-00,TB196,-0.0005,
4084,1.1785460002E-03,5.0820624715E-04,2.6410158364E-06,16-Jul-00,TB196,-0.0005,
4086,1.1785460002E-03,5.0820624715E-04,2.6410158364E-06,16-Jul-00,TB196,-0.0005,dummy calibration (do not use)
4087,1.0617681468E-03,5.4179106334E-04,2.0582179706E-06,10-Jul-06,TB106191,0.0014,dummy calibration (do not use)
4087,1.0625480312E-03,5.4143041063E-04,2.0681426131E-06,29-Jan-04,TB104030,0.001,
4087,1.0789819341E-03,5.3596075994E-04,2.1582373925E-06,11-Aug-03,TB103223,0.001,
4087,1.0683024856E-03,5.3961207848E-04,2.0946429933E-06,12-Jan-03,,0.0015,
4088,1.0693334968E-03,5.3921335664E-04,2.1030830977E-06,22-Mar-16,TB116082,0.0009,
4088,1.4785085680E-03,4.0415950363E-04,4.3632210101E-06,10-Jul-06,TB106191,0.0016,
4088,1.0905689403E-03,5.3473467776E-04,2.1718535738E-06,29-Jan-04,TB104030,0.001,dummy calibration (do not use)
4088,1.0946780625E-03,5.3344230389E-04,2.1913411271E-06,25-Mar-03,TB103084,0.0011,bad cal - maybe batt too low - batt draw was approx twice as much as others - 
4089,1.0620535145E-03,5.4446349442E-04,2.0347961889E-06,17-Apr-13,TB113107,-0.0014,
4089,1.1167391365E-03,5.2580290385E-04,2.3590060134E-06,3-Feb-10,TB110034,0.0013,
4089,1.0967679899E-03,5.3269522547E-04,2.2373951608E-06,10-Jul-06,TB106191,0.0016,
4089,1.0923960420E-03,5.3421461694E-04,2.2100002491E-06,8-Nov-04,TB104313,0.0014,
4089,1.1488962924E-03,5.1486804262E-04,2.5456793939E-06,11-Aug-03,TB103223,-0.0014,
4100,1.0975445243E-03,5.2945837718E-04,2.2515723025E-06,6-Jul-06,TB106187,-0.001,
4100,1.1428519176E-03,5.1391470462E-04,2.5220066330E-06,11-Aug-03,TB103223,0.0016,
4104,1.0983661387E-03,5.3083454813E-04,2.2354571146E-06,3-Jul-14,TB114184,0.0011,
4104,1.0973832372E-03,5.3127540972E-04,2.2250166095E-06,30-Jun-06,TB106174,0.001,
4104,1.0828312544E-03,5.3623968937E-04,2.1402539870E-06,25-Mar-03,TB103084,0.0016,
4110,1.0107804081E-03,5.6244190762E-04,1.7105234268E-06,23-Jan-12,TB112023,0.0009,
4110,1.2632737999E-03,4.7594608822E-04,3.2160563863E-06,6-Jul-06,TB106187,-0.0047,
4110,1.0974624091E-03,5.3279028084E-04,2.2273958137E-06,25-Mar-03,TB103084,0.0018,
4113,1.0776525847E-03,5.3603256316E-04,2.1464392850E-06,12-Jan-03,,-0.0006,DEAD as of 2004 deployment
4116,1.0513909155E-03,5.4666493598E-04,1.9664702883E-06,29-May-13,TB113149,0.0008,
4116,1.0725111132E-03,5.3937411756E-04,2.0948836459E-06,19-Apr-13,TB113019,0.0014,
4116,1.0873749691E-03,5.3451340855E-04,2.1730424576E-06,10-Jul-06,TB106191,-0.0006,
4116,1.0804582915E-03,5.3689073265E-04,2.1322553635E-06,12-Jan-03,,0.0012,
4117,1.0632642369E-03,5.4390350191E-04,2.0310834614E-06,29-May-13,TB113149,0.001,
4117,1.0978040777E-03,5.3219493536E-04,2.2315139637E-06,10-Jul-06,TB106191,0.0007,
4117,1.0785729179E-03,5.3881020033E-04,2.1161083827E-06,12-Jan-03,,0.0007,
4118,1.0592577053E-03,5.4198046856E-04,2.0492328692E-06,29-May-13,TB113149,0.001,
4118,1.1009062364E-03,5.2778846386E-04,2.2926886648E-06,21-Jul-11,TB104091,-0.0005,
4118,1.1239789639E-03,5.1992501513E-04,2.4304764987E-06,3-Feb-10,TB110034,0.0018,
4118,1.0981249216E-03,5.2887617229E-04,2.2714650547E-06,6-Jul-06,TB106187,0.0012,
4120,1.0172974952E-03,5.5705031854E-04,1.8028626068E-06,23-Jan-12,TB112023,-0.0009,
4120,1.0797160451E-03,5.3579725918E-04,2.1697745164E-06,10-Jul-06,TB106191,-0.0011,
4120,1.1373005424E-03,5.1614724160E-04,2.5079976263E-06,11-Aug-03,TB103223,0.0035,
4120,1.0650872434E-03,5.4074416515E-04,2.0866987668E-06,12-Jan-03,,0.0006,
4121,1.1006553040E-03,5.3120599404E-04,2.2471036250E-06,21-Jul-11,TB104091,-0.0005,
4121,1.0942850272E-03,5.3150697261E-04,2.2462419590E-06,3-Feb-10,TB110034,0.0013,
4121,1.0743348972E-03,5.3837651079E-04,2.1255831743E-06,10-Jul-06,TB106191,0.0007,
4121,1.1233116512E-03,5.2161670584E-04,2.4155238778E-06,11-Aug-03,TB103223,0.0019,
4121,1.0572978028E-03,5.4423576582E-04,2.0232583366E-06,12-Jan-03,,-0.0005,
4134,1.0821430136E-03,5.3495667960E-04,2.1826867329E-06,21-Jul-11,TB104091,-0.0005,
4134,1.0843504418E-03,5.3287945083E-04,2.2347512585E-06,3-Feb-10,TB110034,-0.0009,
4134,1.0567421726E-03,5.4236755802E-04,2.0690296231E-06,10-Jul-06,TB106191,0.0008,
4134,1.0459952385E-03,5.4607566535E-04,2.0036467627E-06,12-Jan-03,,-0.0006,
4135,1.0425839240E-03,5.5127175734E-04,1.9286488138E-06,23-Jan-02,TB102023,0.0009,
,1.0486716037E-03,5.4535146190E-04,1.9734941190E-06,13-Nov-15,TB115317,0.001,
,1.1192119512E-03,5.2937385557E-04,2.2939038508E-06,,,0.0016,
