time,15ckp9a_an11_0922m,15ckp9a_an9_0377m,15ckp9a_an9_0672m,15ckp9a_lrcp_scal,15ckp9a_s37_0378m
2015-11-11 13:00:00,0.009,0.696,0.263,0.66,0.746
2015-11-11 14:00:00,0.009,0.649,0.239,0.64,0.68
2015-11-11 15:00:00,0.009,0.649,0.239,0.61,0.683
2015-11-11 16:00:00,0.009,0.649,0.239,0.613,0.679
2015-11-11 17:00:00,-0.014,0.672,0.239,0.633,0.695
2015-11-11 18:00:00,-0.014,0.649,0.239,0.64,0.683
2015-11-11 19:00:00,0.009,0.672,0.239,0.64,0.722
2015-11-11 20:00:00,0.009,0.672,0.263,0.647,0.722
2015-11-11 21:00:00,0.009,0.672,0.239,0.643,0.726
2015-11-11 22:00:00,-0.014,0.696,0.239,0.647,0.725
2015-11-11 23:00:00,-0.038,0.696,0.239,0.65,0.727
2015-11-12 00:00:00,-0.038,0.696,0.239,0.65,0.718
2015-11-12 01:00:00,-0.038,0.672,0.239,0.637,0.716
2015-11-12 02:00:00,-0.038,0.649,0.239,0.61,0.689
2015-11-12 03:00:00,-0.038,0.625,0.216,0.607,0.661
2015-11-12 04:00:00,-0.038,0.649,0.239,0.597,0.677
2015-11-12 05:00:00,-0.038,0.625,0.239,0.597,0.666
2015-11-12 06:00:00,-0.038,0.625,0.239,0.6,0.669
2015-11-12 07:00:00,-0.014,0.649,0.239,0.6,0.679
2015-11-12 08:00:00,-0.014,0.625,0.239,0.593,0.671
2015-11-12 09:00:00,-0.014,0.649,0.239,0.597,0.675
2015-11-12 10:00:00,-0.014,0.625,0.239,0.607,0.675
2015-11-12 11:00:00,-0.014,0.649,0.239,0.61,0.679
2015-11-12 12:00:00,-0.014,0.649,0.239,0.61,0.676
2015-11-12 13:00:00,-0.014,0.625,0.239,0.597,0.674
2015-11-12 14:00:00,-0.014,0.625,0.239,0.597,0.66
2015-11-12 15:00:00,-0.014,0.649,0.239,0.6,0.679
2015-11-12 16:00:00,-0.014,0.649,0.239,0.6,0.683
2015-11-12 17:00:00,-0.014,0.625,0.239,0.607,0.672
2015-11-12 18:00:00,-0.014,0.649,0.239,0.61,0.691
2015-11-12 19:00:00,-0.014,0.649,0.263,0.603,0.686
2015-11-12 20:00:00,-0.014,0.649,0.239,0.607,0.674
2015-11-12 21:00:00,-0.014,0.649,0.263,0.61,0.685
2015-11-12 22:00:00,-0.038,0.625,0.287,0.61,0.674
2015-11-12 23:00:00,-0.038,0.625,0.287,0.617,0.668
2015-11-13 00:00:00,-0.038,0.649,0.263,0.613,0.682
2015-11-13 01:00:00,-0.038,0.649,0.287,0.61,0.677
2015-11-13 02:00:00,-0.038,0.649,0.263,0.61,0.683
2015-11-13 03:00:00,-0.061,0.649,0.263,0.603,0.684
2015-11-13 04:00:00,-0.038,0.625,0.239,0.607,0.671
2015-11-13 05:00:00,-0.038,0.649,0.263,0.623,0.681
2015-11-13 06:00:00,-0.038,0.649,0.239,0.623,0.679
2015-11-13 07:00:00,-0.038,0.649,0.287,0.62,0.69
2015-11-13 08:00:00,-0.014,0.649,0.287,0.607,0.686
2015-11-13 09:00:00,0.009,0.625,0.287,0.6,0.676
2015-11-13 10:00:00,0.033,0.649,0.287,0.613,0.688
2015-11-13 11:00:00,0.009,0.649,0.287,0.62,0.705
2015-11-13 12:00:00,0.033,0.672,0.287,0.64,0.719
2015-11-13 13:00:00,0.033,0.672,0.31,0.65,0.725
2015-11-13 14:00:00,0.033,0.672,0.287,0.643,0.727
2015-11-13 15:00:00,0.033,0.672,0.287,0.64,0.716
2015-11-13 16:00:00,0.009,0.672,0.287,0.64,0.723
2015-11-13 17:00:00,0.033,0.672,0.31,0.64,0.714
2015-11-13 18:00:00,0.009,0.696,0.287,0.64,0.715
2015-11-13 19:00:00,-0.014,0.696,0.287,0.647,0.731
2015-11-13 20:00:00,-0.014,0.649,0.31,0.643,0.672
2015-11-13 21:00:00,-0.014,0.649,0.287,0.627,0.68
2015-11-13 22:00:00,0.009,0.649,0.287,0.62,0.7
2015-11-13 23:00:00,0.009,0.649,0.287,0.62,0.697
2015-11-14 00:00:00,0.009,0.672,0.287,0.62,0.701
2015-11-14 01:00:00,0.033,0.649,0.287,0.607,0.679
2015-11-14 02:00:00,0.033,0.625,0.31,0.593,0.66
2015-11-14 03:00:00,0.033,0.625,0.31,0.583,0.656
2015-11-14 04:00:00,0.009,0.625,0.287,0.58,0.66
2015-11-14 05:00:00,0.009,0.602,0.31,0.567,0.643
2015-11-14 06:00:00,0.009,0.602,0.31,0.553,0.636
2015-11-14 07:00:00,0.009,0.578,0.31,0.543,0.63
2015-11-14 08:00:00,0.009,0.578,0.287,0.547,0.631
2015-11-14 09:00:00,0.033,0.578,0.31,0.543,0.632
2015-11-14 10:00:00,0.009,0.578,0.287,0.54,0.629
2015-11-14 11:00:00,0.009,0.578,0.31,0.54,0.618
2015-11-14 12:00:00,0.033,0.578,0.287,0.54,0.625
2015-11-14 13:00:00,0.056,0.578,0.287,0.54,0.628
2015-11-14 14:00:00,0.056,0.578,0.287,0.533,0.616
2015-11-14 15:00:00,0.056,0.555,0.287,0.53,0.605
2015-11-14 16:00:00,0.056,0.555,0.31,0.523,0.607
2015-11-14 17:00:00,0.056,0.555,0.31,0.507,0.601
2015-11-14 18:00:00,0.056,0.555,0.31,0.493,0.587
2015-11-14 19:00:00,0.08,0.555,0.31,0.497,0.584
2015-11-14 20:00:00,0.08,0.531,0.287,0.507,0.584
2015-11-14 21:00:00,0.08,0.578,0.334,0.53,0.621
2015-11-14 22:00:00,0.056,0.578,0.334,0.533,0.62
2015-11-14 23:00:00,0.056,0.578,0.31,0.537,0.627
2015-11-15 00:00:00,0.056,0.578,0.287,0.533,0.624
2015-11-15 01:00:00,0.033,0.578,0.287,0.517,0.619
2015-11-15 02:00:00,0.033,0.531,0.31,0.497,0.581
2015-11-15 03:00:00,0.033,0.531,0.31,0.497,0.58
2015-11-15 04:00:00,0.033,0.555,0.287,0.5,0.586
2015-11-15 05:00:00,0.033,0.555,0.287,0.5,0.602
2015-11-15 06:00:00,0.056,0.555,0.287,0.513,0.596
2015-11-15 07:00:00,0.08,0.555,0.287,0.513,0.604
2015-11-15 08:00:00,0.08,0.555,0.287,0.497,0.594
2015-11-15 09:00:00,0.08,0.531,0.287,0.497,0.582
2015-11-15 10:00:00,0.08,0.555,0.287,0.5,0.593
2015-11-15 11:00:00,0.104,0.555,0.287,0.507,0.601
2015-11-15 12:00:00,0.08,0.555,0.287,0.517,0.602
2015-11-15 13:00:00,0.08,0.555,0.287,0.513,0.603
2015-11-15 14:00:00,0.08,0.555,0.31,0.517,0.603
2015-11-15 15:00:00,0.056,0.555,0.31,0.513,0.602
2015-11-15 16:00:00,0.056,0.555,0.287,0.517,0.6
2015-11-15 17:00:00,0.056,0.555,0.31,0.513,0.602
2015-11-15 18:00:00,0.056,0.555,0.31,0.517,0.603
2015-11-15 19:00:00,0.056,0.555,0.287,0.513,0.6
2015-11-15 20:00:00,0.056,0.555,0.287,0.51,0.599
2015-11-15 21:00:00,0.056,0.555,0.31,0.51,0.602
2015-11-15 22:00:00,0.056,0.555,0.31,0.51,0.601
2015-11-15 23:00:00,0.056,0.555,0.31,0.517,0.601
2015-11-16 00:00:00,0.056,0.555,0.287,0.52,0.601
2015-11-16 01:00:00,0.033,0.578,0.31,0.52,0.609
2015-11-16 02:00:00,0.033,0.555,0.31,0.527,0.598
2015-11-16 03:00:00,0.033,0.555,0.31,0.537,0.607
2015-11-16 04:00:00,0.056,0.578,0.334,0.54,0.615
2015-11-16 05:00:00,0.056,0.578,0.31,0.54,0.601
2015-11-16 06:00:00,0.056,0.578,0.31,0.54,0.633
2015-11-16 07:00:00,0.056,0.602,0.31,0.54,0.635
2015-11-16 08:00:00,0.033,0.602,0.31,0.547,0.637
2015-11-16 09:00:00,0.056,0.578,0.287,0.55,0.631
2015-11-16 10:00:00,0.056,0.578,0.31,0.55,0.63
2015-11-16 11:00:00,0.056,0.602,0.31,0.557,0.631
2015-11-16 12:00:00,0.056,0.602,0.31,0.567,0.637
2015-11-16 13:00:00,0.056,0.602,0.31,0.603,0.636
2015-11-16 14:00:00,0.056,0.649,0.31,0.627,0.673
2015-11-16 15:00:00,0.056,0.649,0.31,0.637,0.693
2015-11-16 16:00:00,0.056,0.696,0.31,0.64,0.723
2015-11-16 17:00:00,0.056,0.672,0.31,0.647,0.719
2015-11-16 18:00:00,0.056,0.672,0.31,0.65,0.712
2015-11-16 19:00:00,0.033,0.672,0.31,0.643,0.718
2015-11-16 20:00:00,0.033,0.696,0.31,0.647,0.726
2015-11-16 21:00:00,0.056,0.696,0.31,0.65,0.74
2015-11-16 22:00:00,0.056,0.672,0.31,0.65,0.719
2015-11-16 23:00:00,0.033,0.696,0.31,0.643,0.721
2015-11-17 00:00:00,0.056,0.672,0.31,0.647,0.714
2015-11-17 01:00:00,0.056,0.672,0.31,0.65,0.724
2015-11-17 02:00:00,0.056,0.696,0.31,0.65,0.736
2015-11-17 03:00:00,0.056,0.696,0.31,0.65,0.721
2015-11-17 04:00:00,0.033,0.672,0.31,0.643,0.712
2015-11-17 05:00:00,0.033,0.672,0.31,0.647,0.712
2015-11-17 06:00:00,0.033,0.696,0.31,0.643,0.735
2015-11-17 07:00:00,0.033,0.672,0.31,0.633,0.728
2015-11-17 08:00:00,0.033,0.672,0.31,0.63,0.72
2015-11-17 09:00:00,0.033,0.672,0.31,0.63,0.72
2015-11-17 10:00:00,0.033,0.696,0.334,0.637,0.743
2015-11-17 11:00:00,0.009,0.696,0.334,0.64,0.74
2015-11-17 12:00:00,0.033,0.696,0.334,0.633,0.734
2015-11-17 13:00:00,0.033,0.696,0.334,0.637,0.725
2015-11-17 14:00:00,0.033,0.696,0.334,0.64,0.728
2015-11-17 15:00:00,0.033,0.696,0.334,0.64,0.726
2015-11-17 16:00:00,0.056,0.696,0.334,0.64,0.73
2015-11-17 17:00:00,0.033,0.696,0.334,0.633,0.734
2015-11-17 18:00:00,0.056,0.672,0.334,0.63,0.72
2015-11-17 19:00:00,0.056,0.672,0.334,0.63,0.722
2015-11-17 20:00:00,0.033,0.672,0.31,0.63,0.722
2015-11-17 21:00:00,0.056,0.696,0.334,0.63,0.724
2015-11-17 22:00:00,0.056,0.672,0.334,0.63,0.72
2015-11-17 23:00:00,0.033,0.672,0.334,0.63,0.718
2015-11-18 00:00:00,0.033,0.672,0.334,0.63,0.72
2015-11-18 01:00:00,0.033,0.672,0.334,0.63,0.718
2015-11-18 02:00:00,0.033,0.672,0.334,0.63,0.717
2015-11-18 03:00:00,0.033,0.672,0.334,0.63,0.725
2015-11-18 04:00:00,0.033,0.672,0.334,0.63,0.729
2015-11-18 05:00:00,0.033,0.672,0.334,0.637,0.728
2015-11-18 06:00:00,0.056,0.696,0.334,0.633,0.728
2015-11-18 07:00:00,0.056,0.672,0.334,0.623,0.726
2015-11-18 08:00:00,0.033,0.672,0.334,0.62,0.724
2015-11-18 09:00:00,0.033,0.672,0.334,0.627,0.718
2015-11-18 10:00:00,0.056,0.672,0.31,0.623,0.718
2015-11-18 11:00:00,0.056,0.672,0.31,0.613,0.719
2015-11-18 12:00:00,0.033,0.672,0.334,0.617,0.705
2015-11-18 13:00:00,0.033,0.672,0.31,0.627,0.712
2015-11-18 14:00:00,0.033,0.696,0.31,0.643,0.74
2015-11-18 15:00:00,0.056,0.696,0.31,0.65,0.741
2015-11-18 16:00:00,0.056,0.672,0.334,0.643,0.713
2015-11-18 17:00:00,0.033,0.649,0.334,0.627,0.692
2015-11-18 18:00:00,0.033,0.649,0.334,0.607,0.707
2015-11-18 19:00:00,0.033,0.649,0.334,0.613,0.69
2015-11-18 20:00:00,0.033,0.696,0.334,0.64,0.73
2015-11-18 21:00:00,0.056,0.696,0.334,0.65,0.742
2015-11-18 22:00:00,0.056,0.696,0.334,0.643,0.739
2015-11-18 23:00:00,0.056,0.696,0.334,0.64,0.735
2015-11-19 00:00:00,0.033,0.696,0.334,0.647,0.73
2015-11-19 01:00:00,0.033,0.696,0.334,0.637,0.734
2015-11-19 02:00:00,0.033,0.696,0.334,0.63,0.732
2015-11-19 03:00:00,0.033,0.696,0.334,0.63,0.724
2015-11-19 04:00:00,0.033,0.649,0.334,0.623,0.706
2015-11-19 05:00:00,0.033,0.672,0.334,0.627,0.709
2015-11-19 06:00:00,0.033,0.696,0.334,0.637,0.736
2015-11-19 07:00:00,0.033,0.696,0.31,0.64,0.728
2015-11-19 08:00:00,0.009,0.672,0.334,0.64,0.731
2015-11-19 09:00:00,0.009,0.672,0.334,0.64,0.725
2015-11-19 10:00:00,0.009,0.696,0.334,0.64,0.726
2015-11-19 11:00:00,0.009,0.672,0.334,0.64,0.728
2015-11-19 12:00:00,0.009,0.696,0.334,0.64,0.73
2015-11-19 13:00:00,0.009,0.696,0.334,0.64,0.728
2015-11-19 14:00:00,0.033,0.696,0.334,0.64,0.736
2015-11-19 15:00:00,0.033,0.672,0.334,0.64,0.721
2015-11-19 16:00:00,0.033,0.696,0.334,0.633,0.728
2015-11-19 17:00:00,0.033,0.696,0.334,0.637,0.726
2015-11-19 18:00:00,0.033,0.696,0.31,0.64,0.729
2015-11-19 19:00:00,0.009,0.696,0.31,0.647,0.741
2015-11-19 20:00:00,0.009,0.696,0.31,0.65,0.732
2015-11-19 21:00:00,0.009,0.696,0.31,0.643,0.738
2015-11-19 22:00:00,0.009,0.696,0.31,0.64,0.737
2015-11-19 23:00:00,0.009,0.696,0.31,0.64,0.737
2015-11-20 00:00:00,0.009,0.696,0.334,0.64,0.735
2015-11-20 01:00:00,0.009,0.696,0.334,0.64,0.729
2015-11-20 02:00:00,0.009,0.696,0.334,0.64,0.732
2015-11-20 03:00:00,0.009,0.672,0.31,0.633,0.715
2015-11-20 04:00:00,0.009,0.649,0.334,0.617,0.685
2015-11-20 05:00:00,0.009,0.625,0.31,0.603,0.674
2015-11-20 06:00:00,0.033,0.649,0.334,0.607,0.673
2015-11-20 07:00:00,0.009,0.649,0.31,0.617,0.688
2015-11-20 08:00:00,0.009,0.672,0.31,0.613,0.715
2015-11-20 09:00:00,0.009,0.672,0.334,0.61,0.723
2015-11-20 10:00:00,0.009,0.672,0.334,0.617,0.731
2015-11-20 11:00:00,0.009,0.672,0.334,0.627,0.726
2015-11-20 12:00:00,0.033,0.672,0.334,0.63,0.723
2015-11-20 13:00:00,0.033,0.696,0.334,0.63,0.731
2015-11-20 14:00:00,0.009,0.672,0.334,0.623,0.709
2015-11-20 15:00:00,0.009,0.672,0.334,0.627,0.729
2015-11-20 16:00:00,0.033,0.696,0.334,0.637,0.729
2015-11-20 17:00:00,0.009,0.672,0.334,0.633,0.72
2015-11-20 18:00:00,0.009,0.672,0.31,0.63,0.725
2015-11-20 19:00:00,0.009,0.672,0.31,0.637,0.722
2015-11-20 20:00:00,0.009,0.672,0.31,0.64,0.719
2015-11-20 21:00:00,0.009,0.696,0.334,0.647,0.725
2015-11-20 22:00:00,0.009,0.696,0.31,0.657,0.734
2015-11-20 23:00:00,0.009,0.719,0.334,0.66,0.751
2015-11-21 00:00:00,0.009,0.696,0.334,0.66,0.75
2015-11-21 01:00:00,0.009,0.696,0.31,0.667,0.749
2015-11-21 02:00:00,0.009,0.719,0.334,0.663,0.751
2015-11-21 03:00:00,0.009,0.719,0.31,0.667,0.751
2015-11-21 04:00:00,0.009,0.719,0.31,0.67,0.756
2015-11-21 05:00:00,0.009,0.719,0.31,0.67,0.753
2015-11-21 06:00:00,0.009,0.719,0.31,0.67,0.756
2015-11-21 07:00:00,0.009,0.719,0.31,0.663,0.756
2015-11-21 08:00:00,0.009,0.719,0.31,0.667,0.756
2015-11-21 09:00:00,0.009,0.719,0.334,0.67,0.758
2015-11-21 10:00:00,0.009,0.719,0.334,0.663,0.753
2015-11-21 11:00:00,0.033,0.719,0.334,0.667,0.752
2015-11-21 12:00:00,0.009,0.719,0.334,0.67,0.756
2015-11-21 13:00:00,0.009,0.719,0.334,0.67,0.754
2015-11-21 14:00:00,0.033,0.719,0.334,0.663,0.756
2015-11-21 15:00:00,0.033,0.719,0.334,0.667,0.755
2015-11-21 16:00:00,0.033,0.719,0.334,0.67,0.755
2015-11-21 17:00:00,0.033,0.719,0.334,0.663,0.755
2015-11-21 18:00:00,0.033,0.696,0.334,0.667,0.748
2015-11-21 19:00:00,0.033,0.719,0.334,0.663,0.751
2015-11-21 20:00:00,0.033,0.719,0.334,0.66,0.753
2015-11-21 21:00:00,0.033,0.719,0.334,0.66,0.756
2015-11-21 22:00:00,0.056,0.719,0.334,0.667,0.751
2015-11-21 23:00:00,0.056,0.719,0.334,0.663,0.755
2015-11-22 00:00:00,0.056,0.719,0.334,0.66,0.754
2015-11-22 01:00:00,0.056,0.719,0.334,0.66,0.753
2015-11-22 02:00:00,0.056,0.696,0.357,0.66,0.752
2015-11-22 03:00:00,0.056,0.719,0.357,0.66,0.752
2015-11-22 04:00:00,0.056,0.719,0.357,0.66,0.754
2015-11-22 05:00:00,0.056,0.696,0.357,0.66,0.749
2015-11-22 06:00:00,0.056,0.719,0.357,0.667,0.753
2015-11-22 07:00:00,0.08,0.719,0.357,0.67,0.755
2015-11-22 08:00:00,0.08,0.719,0.357,0.67,0.754
2015-11-22 09:00:00,0.08,0.719,0.357,0.67,0.755
2015-11-22 10:00:00,0.056,0.719,0.357,0.67,0.757
2015-11-22 11:00:00,0.056,0.719,0.357,0.67,0.756
2015-11-22 12:00:00,0.08,0.719,0.357,0.663,0.755
2015-11-22 13:00:00,0.08,0.719,0.357,0.653,0.756
2015-11-22 14:00:00,0.056,0.719,0.357,0.657,0.755
2015-11-22 15:00:00,0.08,0.719,0.381,0.667,0.757
2015-11-22 16:00:00,0.08,0.719,0.357,0.657,0.757
2015-11-22 17:00:00,0.08,0.719,0.357,0.643,0.757
2015-11-22 18:00:00,0.08,0.696,0.357,0.633,0.75
2015-11-22 19:00:00,0.08,0.672,0.357,0.617,0.724
2015-11-22 20:00:00,0.08,0.696,0.357,0.603,0.73
2015-11-22 21:00:00,0.08,0.672,0.357,0.607,0.713
2015-11-22 22:00:00,0.08,0.649,0.357,0.603,0.688
2015-11-22 23:00:00,0.08,0.649,0.357,0.593,0.688
2015-11-23 00:00:00,0.08,0.649,0.357,0.597,0.687
2015-11-23 01:00:00,0.08,0.649,0.357,0.6,0.724
2015-11-23 02:00:00,0.08,0.649,0.357,0.613,0.705
2015-11-23 03:00:00,0.08,0.672,0.357,0.633,0.72
2015-11-23 04:00:00,0.08,0.672,0.357,0.64,0.724
2015-11-23 05:00:00,0.08,0.696,0.357,0.64,0.734
2015-11-23 06:00:00,0.08,0.672,0.357,0.633,0.702
2015-11-23 07:00:00,0.08,0.672,0.357,0.63,0.7
2015-11-23 08:00:00,0.08,0.649,0.381,0.63,0.704
2015-11-23 09:00:00,0.08,0.672,0.357,0.637,0.717
2015-11-23 10:00:00,0.08,0.672,0.357,0.64,0.712
2015-11-23 11:00:00,0.08,0.672,0.357,0.633,0.711
2015-11-23 12:00:00,0.08,0.672,0.357,0.637,0.709
2015-11-23 13:00:00,0.08,0.672,0.381,0.627,0.711
2015-11-23 14:00:00,0.056,0.649,0.357,0.613,0.697
2015-11-23 15:00:00,0.056,0.649,0.357,0.61,0.678
2015-11-23 16:00:00,0.056,0.649,0.357,0.617,0.672
2015-11-23 17:00:00,0.056,0.649,0.381,0.62,0.681
2015-11-23 18:00:00,0.056,0.649,0.381,0.633,0.698
2015-11-23 19:00:00,0.08,0.672,0.381,0.647,0.708
2015-11-23 20:00:00,0.08,0.672,0.381,0.643,0.721
2015-11-23 21:00:00,0.056,0.672,0.357,0.64,0.724
2015-11-23 22:00:00,0.056,0.672,0.357,0.64,0.721
2015-11-23 23:00:00,0.056,0.672,0.357,0.64,0.703
2015-11-24 00:00:00,0.056,0.649,0.357,0.627,0.7
2015-11-24 01:00:00,0.056,0.649,0.357,0.613,0.692
2015-11-24 02:00:00,0.056,0.649,0.381,0.61,0.696
2015-11-24 03:00:00,0.08,0.649,0.381,0.61,0.688
2015-11-24 04:00:00,0.08,0.649,0.381,0.61,0.685
2015-11-24 05:00:00,0.08,0.649,0.381,0.623,0.683
2015-11-24 06:00:00,0.08,0.649,0.381,0.617,0.685
2015-11-24 07:00:00,0.08,0.649,0.381,0.617,0.68
2015-11-24 08:00:00,0.08,0.649,0.381,0.62,0.694
2015-11-24 09:00:00,0.056,0.672,0.381,0.627,0.705
2015-11-24 10:00:00,0.056,0.672,0.381,0.643,0.716
2015-11-24 11:00:00,0.056,0.696,0.357,0.643,0.734
2015-11-24 12:00:00,0.08,0.696,0.381,0.64,0.74
2015-11-24 13:00:00,0.08,0.696,0.381,0.633,0.734
2015-11-24 14:00:00,0.056,0.649,0.381,0.623,0.72
2015-11-24 15:00:00,0.08,0.649,0.381,0.62,0.666
2015-11-24 16:00:00,0.08,0.649,0.381,0.613,0.665
2015-11-24 17:00:00,0.08,0.649,0.381,0.603,0.692
2015-11-24 18:00:00,0.08,0.672,0.381,0.627,0.72
2015-11-24 19:00:00,0.08,0.672,0.381,0.633,0.729
2015-11-24 20:00:00,0.08,0.672,0.381,0.637,0.723
2015-11-24 21:00:00,0.056,0.672,0.381,0.633,0.72
2015-11-24 22:00:00,0.056,0.672,0.381,0.623,0.721
2015-11-24 23:00:00,0.056,0.672,0.404,0.627,0.722
2015-11-25 00:00:00,0.056,0.672,0.381,0.63,0.709
2015-11-25 01:00:00,0.056,0.696,0.381,0.61,0.731
2015-11-25 02:00:00,0.056,0.649,0.404,0.613,0.706
2015-11-25 03:00:00,0.056,0.649,0.404,0.607,0.655
2015-11-25 04:00:00,0.056,0.625,0.404,0.58,0.67
2015-11-25 05:00:00,0.08,0.625,0.404,0.61,0.68
2015-11-25 06:00:00,0.08,0.696,0.404,0.623,0.727
2015-11-25 07:00:00,0.104,0.649,0.404,0.62,0.689
2015-11-25 08:00:00,0.104,0.672,0.404,0.633,0.711
2015-11-25 09:00:00,0.08,0.696,0.404,0.647,0.738
2015-11-25 10:00:00,0.08,0.696,0.404,0.65,0.744
2015-11-25 11:00:00,0.08,0.696,0.404,0.643,0.722
2015-11-25 12:00:00,0.08,0.649,0.404,0.627,0.699
2015-11-25 13:00:00,0.08,0.649,0.404,0.613,0.71
2015-11-25 14:00:00,0.08,0.672,0.404,0.623,0.723
2015-11-25 15:00:00,0.08,0.649,0.404,0.623,0.695
2015-11-25 16:00:00,0.08,0.649,0.404,0.607,0.708
2015-11-25 17:00:00,0.08,0.672,0.404,0.607,0.712
2015-11-25 18:00:00,0.08,0.649,0.404,0.61,0.681
2015-11-25 19:00:00,0.104,0.649,0.404,0.577,0.703
2015-11-25 20:00:00,0.08,0.602,0.404,0.58,0.639
2015-11-25 21:00:00,0.104,0.649,0.404,0.61,0.682
2015-11-25 22:00:00,0.104,0.649,0.404,0.62,0.7
2015-11-25 23:00:00,0.104,0.649,0.404,0.627,0.702
2015-11-26 00:00:00,0.104,0.672,0.404,0.63,0.72
2015-11-26 01:00:00,0.127,0.696,0.404,0.63,0.734
2015-11-26 02:00:00,0.127,0.696,0.381,0.643,0.736
2015-11-26 03:00:00,0.127,0.696,0.381,0.623,0.735
2015-11-26 04:00:00,0.127,0.649,0.381,0.61,0.699
2015-11-26 05:00:00,0.127,0.672,0.381,0.617,0.707
2015-11-26 06:00:00,0.127,0.672,0.357,0.62,0.715
2015-11-26 07:00:00,0.127,0.672,0.357,0.62,0.712
2015-11-26 08:00:00,0.127,0.649,0.357,0.607,0.698
2015-11-26 09:00:00,0.127,0.625,0.357,0.593,0.678
2015-11-26 10:00:00,0.104,0.649,0.357,0.603,0.684
2015-11-26 11:00:00,0.104,0.672,0.381,0.617,0.709
2015-11-26 12:00:00,0.104,0.672,0.357,0.62,0.722
2015-11-26 13:00:00,0.127,0.672,0.357,0.62,0.708
2015-11-26 14:00:00,0.127,0.672,0.357,0.607,0.713
2015-11-26 15:00:00,0.151,0.649,0.381,0.607,0.7
2015-11-26 16:00:00,0.127,0.649,0.357,0.61,0.698
2015-11-26 17:00:00,0.127,0.649,0.357,0.597,0.702
2015-11-26 18:00:00,0.151,0.649,0.334,0.59,0.694
2015-11-26 19:00:00,0.127,0.649,0.381,0.59,0.693
2015-11-26 20:00:00,0.127,0.649,0.381,0.617,0.706
2015-11-26 21:00:00,0.151,0.672,0.381,0.623,0.723
2015-11-26 22:00:00,0.151,0.672,0.381,0.62,0.723
2015-11-26 23:00:00,0.174,0.672,0.381,0.64,0.713
2015-11-27 00:00:00,0.174,0.696,0.381,0.643,0.748
2015-11-27 01:00:00,0.174,0.696,0.381,0.64,0.733
2015-11-27 02:00:00,0.198,0.696,0.381,0.627,0.726
2015-11-27 03:00:00,0.198,0.672,0.404,0.62,0.714
2015-11-27 04:00:00,0.174,0.672,0.381,0.62,0.716
2015-11-27 05:00:00,0.198,0.672,0.381,0.62,0.715
2015-11-27 06:00:00,0.174,0.672,0.381,0.613,0.716
2015-11-27 07:00:00,0.174,0.649,0.357,0.603,0.707
2015-11-27 08:00:00,0.174,0.649,0.381,0.607,0.696
2015-11-27 09:00:00,0.174,0.649,0.404,0.61,0.706
2015-11-27 10:00:00,0.174,0.649,0.381,0.61,0.702
2015-11-27 11:00:00,0.174,0.649,0.381,0.61,0.698
2015-11-27 12:00:00,0.174,0.672,0.381,0.623,0.711
2015-11-27 13:00:00,0.151,0.672,0.381,0.63,0.724
2015-11-27 14:00:00,0.174,0.672,0.381,0.617,0.725
2015-11-27 15:00:00,0.151,0.649,0.357,0.603,0.698
2015-11-27 16:00:00,0.151,0.649,0.381,0.6,0.699
2015-11-27 17:00:00,0.151,0.649,0.381,0.607,0.703
2015-11-27 18:00:00,0.151,0.649,0.381,0.617,0.705
2015-11-27 19:00:00,0.151,0.672,0.381,0.613,0.711
2015-11-27 20:00:00,0.151,0.649,0.404,0.603,0.701
2015-11-27 21:00:00,0.151,0.649,0.404,0.587,0.7
2015-11-27 22:00:00,0.151,0.625,0.404,0.58,0.668
2015-11-27 23:00:00,0.127,0.625,0.381,0.587,0.674
2015-11-28 00:00:00,0.104,0.649,0.381,0.59,0.68
2015-11-28 01:00:00,0.151,0.649,0.404,0.59,0.684
2015-11-28 02:00:00,0.151,0.649,0.404,0.59,0.694
2015-11-28 03:00:00,0.151,0.649,0.404,0.603,0.683
2015-11-28 04:00:00,0.127,0.649,0.381,0.623,0.689
2015-11-28 05:00:00,0.151,0.672,0.404,0.63,0.723
2015-11-28 06:00:00,0.127,0.672,0.381,0.623,0.726
2015-11-28 07:00:00,0.151,0.672,0.381,0.62,0.713
2015-11-28 08:00:00,0.104,0.672,0.404,0.627,0.722
2015-11-28 09:00:00,0.104,0.696,0.404,0.617,0.736
2015-11-28 10:00:00,0.127,0.672,0.404,0.597,0.715
2015-11-28 11:00:00,0.127,0.649,0.404,0.597,0.709
2015-11-28 12:00:00,0.127,0.649,0.428,0.607,0.693
2015-11-28 13:00:00,0.127,0.649,0.428,0.617,0.703
2015-11-28 14:00:00,0.151,0.672,0.428,0.633,0.715
2015-11-28 15:00:00,0.127,0.672,0.428,0.64,0.718
2015-11-28 16:00:00,0.127,0.672,0.381,0.64,0.723
2015-11-28 17:00:00,0.127,0.696,0.404,0.627,0.73
2015-11-28 18:00:00,0.127,0.649,0.404,0.613,0.708
2015-11-28 19:00:00,0.127,0.649,0.404,0.61,0.703
2015-11-28 20:00:00,0.104,0.649,0.404,0.61,0.701
2015-11-28 21:00:00,0.104,0.649,0.381,0.61,0.702
2015-11-28 22:00:00,0.104,0.649,0.404,0.61,0.703
2015-11-28 23:00:00,0.104,0.649,0.404,0.61,0.702
2015-11-29 00:00:00,0.104,0.649,0.404,0.61,0.7
