time,15ckp9a_an11_0922m,15ckp9a_an9_0377m,15ckp9a_an9_0672m,15ckp9a_lrcp_scal,15ckp9a_s37_0378m
2016-06-05 17:00:00,0.009,0.625,0.31,0.58,0.666
2016-06-05 18:00:00,0.033,0.625,0.31,0.58,0.678
2016-06-05 19:00:00,0.033,0.625,0.31,0.587,0.676
2016-06-05 20:00:00,0.033,0.649,0.31,0.59,0.685
2016-06-05 21:00:00,0.033,0.649,0.334,0.59,0.681
2016-06-05 22:00:00,0.009,0.649,0.31,0.59,0.681
2016-06-05 23:00:00,0.009,0.649,0.31,0.59,0.679
2016-06-06 00:00:00,0.009,0.625,0.31,0.59,0.688
2016-06-06 01:00:00,0.009,0.625,0.287,0.59,0.666
2016-06-06 02:00:00,0.009,0.602,0.31,0.583,0.652
2016-06-06 03:00:00,-0.014,0.602,0.31,0.58,0.659
2016-06-06 04:00:00,-0.014,0.625,0.287,0.587,0.665
2016-06-06 05:00:00,0.009,0.625,0.31,0.59,0.676
2016-06-06 06:00:00,0.009,0.625,0.31,0.59,0.676
2016-06-06 07:00:00,0.009,0.649,0.31,0.59,0.678
2016-06-06 08:00:00,0.009,0.649,0.31,0.59,0.677
2016-06-06 09:00:00,0.033,0.649,0.334,0.59,0.682
2016-06-06 10:00:00,0.056,0.602,0.31,0.59,0.651
2016-06-06 11:00:00,0.033,0.649,0.31,0.583,0.674
2016-06-06 12:00:00,0.033,0.602,0.31,0.573,0.658
2016-06-06 13:00:00,0.033,0.625,0.31,0.57,0.67
2016-06-06 14:00:00,0.033,0.625,0.31,0.563,0.663
2016-06-06 15:00:00,0.033,0.602,0.31,0.553,0.643
2016-06-06 16:00:00,0.033,0.649,0.31,0.577,0.679
2016-06-06 17:00:00,0.033,0.649,0.31,0.59,0.684
2016-06-06 18:00:00,0.009,0.649,0.31,0.597,0.726
2016-06-06 19:00:00,0.009,0.672,0.31,0.613,0.722
2016-06-06 20:00:00,0.033,0.672,0.287,0.627,0.71
2016-06-06 21:00:00,0.033,0.696,0.31,0.63,0.741
2016-06-06 22:00:00,0.056,0.696,0.31,0.617,0.739
2016-06-06 23:00:00,0.056,0.696,0.31,0.583,0.734
2016-06-07 00:00:00,0.056,0.625,0.31,0.583,0.707
2016-06-07 01:00:00,0.08,0.696,0.31,0.617,0.732
2016-06-07 02:00:00,0.08,0.696,0.31,0.59,0.733
2016-06-07 03:00:00,0.056,0.649,0.287,0.57,0.705
2016-06-07 04:00:00,0.056,0.649,0.287,0.57,0.705
2016-06-07 05:00:00,0.056,0.649,0.287,0.57,0.706
2016-06-07 06:00:00,0.033,0.649,0.287,0.577,0.686
2016-06-07 07:00:00,0.009,0.672,0.287,0.6,0.71
2016-06-07 08:00:00,0.033,0.672,0.287,0.603,0.714
2016-06-07 09:00:00,0.009,0.649,0.287,0.607,0.682
2016-06-07 10:00:00,0.009,0.649,0.287,0.617,0.716
2016-06-07 11:00:00,0.009,0.672,0.287,0.633,0.731
2016-06-07 12:00:00,0.009,0.696,0.287,0.633,0.733
2016-06-07 13:00:00,0.033,0.672,0.31,0.61,0.712
2016-06-07 14:00:00,0.033,0.649,0.31,0.6,0.694
2016-06-07 15:00:00,0.033,0.649,0.287,0.607,0.694
2016-06-07 16:00:00,0.056,0.649,0.31,0.617,0.716
2016-06-07 17:00:00,0.033,0.696,0.31,0.633,0.726
2016-06-07 18:00:00,0.033,0.696,0.31,0.633,0.747
2016-06-07 19:00:00,0.033,0.672,0.31,0.63,0.742
2016-06-07 20:00:00,0.009,0.696,0.31,0.643,0.739
2016-06-07 21:00:00,0.009,0.719,0.31,0.65,0.754
2016-06-07 22:00:00,0.009,0.696,0.287,0.657,0.755
2016-06-07 23:00:00,0.009,0.696,0.31,0.667,0.749
2016-06-08 00:00:00,0.009,0.719,0.287,0.67,0.763
2016-06-08 01:00:00,0.009,0.719,0.287,0.663,0.758
2016-06-08 02:00:00,0.009,0.719,0.31,0.653,0.755
2016-06-08 03:00:00,0.009,0.719,0.287,0.643,0.752
2016-06-08 04:00:00,0.009,0.696,0.31,0.64,0.736
2016-06-08 05:00:00,0.009,0.696,0.287,0.653,0.741
2016-06-08 06:00:00,0.009,0.719,0.287,0.66,0.751
2016-06-08 07:00:00,0.009,0.719,0.287,0.66,0.76
2016-06-08 08:00:00,0.009,0.696,0.287,0.653,0.752
2016-06-08 09:00:00,0.033,0.696,0.287,0.643,0.746
2016-06-08 10:00:00,0.033,0.696,0.287,0.64,0.74
2016-06-08 11:00:00,0.033,0.696,0.31,0.64,0.739
2016-06-08 12:00:00,0.033,0.696,0.334,0.64,0.736
2016-06-08 13:00:00,0.033,0.696,0.31,0.647,0.742
2016-06-08 14:00:00,0.033,0.696,0.31,0.65,0.735
2016-06-08 15:00:00,0.033,0.696,0.287,0.637,0.733
2016-06-08 16:00:00,0.033,0.696,0.287,0.61,0.733
2016-06-08 17:00:00,0.033,0.649,0.287,0.607,0.695
2016-06-08 18:00:00,0.056,0.649,0.31,0.603,0.703
2016-06-08 19:00:00,0.056,0.649,0.31,0.607,0.699
2016-06-08 20:00:00,0.056,0.672,0.31,0.603,0.705
2016-06-08 21:00:00,0.033,0.649,0.334,0.593,0.697
2016-06-08 22:00:00,0.056,0.649,0.334,0.583,0.7
2016-06-08 23:00:00,0.08,0.649,0.334,0.573,0.698
2016-06-09 00:00:00,0.056,0.625,0.334,0.57,0.675
2016-06-09 01:00:00,0.08,0.625,0.334,0.57,0.661
2016-06-09 02:00:00,0.056,0.649,0.334,0.563,0.694
2016-06-09 03:00:00,0.056,0.649,0.334,0.56,0.69
2016-06-09 04:00:00,0.056,0.649,0.334,0.573,0.69
2016-06-09 05:00:00,0.056,0.649,0.334,0.587,0.688
2016-06-09 06:00:00,0.033,0.649,0.334,0.603,0.684
2016-06-09 07:00:00,0.033,0.672,0.31,0.617,0.714
2016-06-09 08:00:00,0.033,0.672,0.31,0.607,0.718
2016-06-09 09:00:00,0.033,0.649,0.334,0.613,0.694
2016-06-09 10:00:00,0.009,0.672,0.31,0.627,0.706
2016-06-09 11:00:00,0.009,0.672,0.334,0.61,0.691
2016-06-09 12:00:00,0.009,0.649,0.334,0.587,0.691
2016-06-09 13:00:00,0.033,0.649,0.334,0.593,0.708
2016-06-09 14:00:00,0.033,0.649,0.334,0.6,0.702
2016-06-09 15:00:00,0.033,0.649,0.31,0.593,0.686
2016-06-09 16:00:00,0.033,0.649,0.334,0.583,0.685
2016-06-09 17:00:00,0.033,0.625,0.334,0.587,0.685
2016-06-09 18:00:00,0.033,0.649,0.334,0.59,0.703
2016-06-09 19:00:00,0.033,0.649,0.334,0.603,0.678
2016-06-09 20:00:00,0.033,0.649,0.334,0.61,0.704
2016-06-09 21:00:00,0.033,0.672,0.31,0.603,0.708
2016-06-09 22:00:00,0.033,0.649,0.31,0.593,0.697
2016-06-09 23:00:00,0.033,0.625,0.31,0.603,0.678
2016-06-10 00:00:00,0.033,0.696,0.31,0.623,0.732
2016-06-10 01:00:00,0.009,0.672,0.31,0.617,0.719
2016-06-10 02:00:00,0.009,0.672,0.31,0.61,0.716
2016-06-10 03:00:00,0.009,0.672,0.287,0.623,0.722
2016-06-10 04:00:00,0.033,0.672,0.287,0.63,0.723
2016-06-10 05:00:00,0.033,0.672,0.287,0.61,0.722
2016-06-10 06:00:00,0.056,0.672,0.31,0.593,0.711
2016-06-10 07:00:00,0.033,0.649,0.334,0.603,0.689
2016-06-10 08:00:00,0.056,0.672,0.334,0.597,0.716
2016-06-10 09:00:00,0.056,0.649,0.357,0.597,0.7
2016-06-10 10:00:00,0.056,0.649,0.334,0.607,0.708
2016-06-10 11:00:00,0.056,0.672,0.334,0.617,0.708
2016-06-10 12:00:00,0.056,0.672,0.334,0.62,0.71
2016-06-10 13:00:00,0.056,0.672,0.31,0.62,0.71
2016-06-10 14:00:00,0.056,0.672,0.31,0.62,0.713
2016-06-10 15:00:00,0.033,0.672,0.31,0.62,0.72
2016-06-10 16:00:00,0.033,0.672,0.31,0.62,0.716
2016-06-10 17:00:00,0.009,0.672,0.31,0.62,0.714
2016-06-10 18:00:00,0.009,0.672,0.31,0.62,0.714
2016-06-10 19:00:00,0.009,0.672,0.287,0.627,0.723
2016-06-10 20:00:00,0.033,0.672,0.287,0.63,0.723
2016-06-10 21:00:00,0.033,0.672,0.31,0.623,0.719
2016-06-10 22:00:00,0.033,0.672,0.31,0.62,0.716
2016-06-10 23:00:00,0.033,0.672,0.31,0.62,0.71
2016-06-11 00:00:00,0.033,0.672,0.31,0.627,0.714
2016-06-11 01:00:00,0.033,0.672,0.31,0.63,0.716
2016-06-11 02:00:00,0.033,0.672,0.287,0.63,0.72
2016-06-11 03:00:00,0.033,0.672,0.287,0.63,0.725
2016-06-11 04:00:00,0.009,0.696,0.31,0.63,0.732
2016-06-11 05:00:00,0.009,0.672,0.287,0.63,0.716
2016-06-11 06:00:00,0.009,0.672,0.287,0.63,0.72
2016-06-11 07:00:00,0.009,0.672,0.287,0.63,0.719
2016-06-11 08:00:00,0.009,0.672,0.287,0.623,0.719
2016-06-11 09:00:00,0.009,0.672,0.287,0.627,0.718
2016-06-11 10:00:00,0.009,0.696,0.287,0.637,0.726
2016-06-11 11:00:00,0.009,0.696,0.287,0.64,0.734
2016-06-11 12:00:00,0.009,0.696,0.287,0.633,0.728
2016-06-11 13:00:00,0.009,0.696,0.31,0.623,0.73
2016-06-11 14:00:00,0.009,0.672,0.31,0.62,0.714
2016-06-11 15:00:00,0.033,0.672,0.31,0.62,0.712
2016-06-11 16:00:00,0.033,0.672,0.31,0.627,0.72
2016-06-11 17:00:00,0.033,0.672,0.287,0.63,0.717
2016-06-11 18:00:00,0.009,0.696,0.31,0.63,0.73
2016-06-11 19:00:00,0.033,0.696,0.31,0.63,0.731
2016-06-11 20:00:00,0.033,0.672,0.287,0.63,0.717
2016-06-11 21:00:00,0.009,0.672,0.287,0.623,0.722
2016-06-11 22:00:00,0.009,0.672,0.287,0.627,0.721
2016-06-11 23:00:00,0.009,0.672,0.287,0.63,0.723
2016-06-12 00:00:00,0.009,0.672,0.287,0.637,0.723
2016-06-12 01:00:00,0.009,0.672,0.287,0.633,0.722
2016-06-12 02:00:00,0.009,0.672,0.31,0.637,0.723
2016-06-12 03:00:00,0.009,0.672,0.31,0.64,0.726
2016-06-12 04:00:00,0.033,0.696,0.287,0.64,0.723
2016-06-12 05:00:00,0.033,0.672,0.287,0.633,0.722
2016-06-12 06:00:00,0.033,0.672,0.287,0.63,0.721
2016-06-12 07:00:00,0.033,0.672,0.287,0.637,0.716
2016-06-12 08:00:00,0.009,0.672,0.287,0.64,0.718
2016-06-12 09:00:00,0.033,0.672,0.287,0.64,0.72
2016-06-12 10:00:00,0.009,0.672,0.31,0.647,0.725
2016-06-12 11:00:00,0.009,0.696,0.287,0.643,0.734
2016-06-12 12:00:00,0.009,0.696,0.287,0.627,0.733
2016-06-12 13:00:00,0.009,0.696,0.31,0.607,0.737
2016-06-12 14:00:00,0.009,0.672,0.31,0.6,0.729
2016-06-12 15:00:00,0.009,0.672,0.287,0.607,0.728
2016-06-12 16:00:00,0.009,0.672,0.287,0.623,0.725
2016-06-12 17:00:00,0.009,0.696,0.287,0.63,0.727
2016-06-12 18:00:00,0.033,0.672,0.287,0.63,0.722
2016-06-12 19:00:00,0.033,0.672,0.287,0.63,0.724
2016-06-12 20:00:00,0.033,0.672,0.287,0.63,0.722
2016-06-12 21:00:00,0.009,0.672,0.31,0.63,0.722
2016-06-12 22:00:00,0.033,0.672,0.31,0.63,0.724
2016-06-12 23:00:00,0.033,0.672,0.31,0.63,0.722
2016-06-13 00:00:00,0.033,0.672,0.31,0.63,0.723
2016-06-13 01:00:00,0.056,0.672,0.31,0.63,0.72
2016-06-13 02:00:00,0.056,0.696,0.31,0.63,0.727
2016-06-13 03:00:00,0.056,0.672,0.31,0.63,0.723
2016-06-13 04:00:00,0.056,0.672,0.31,0.623,0.72
2016-06-13 05:00:00,0.056,0.672,0.31,0.62,0.713
2016-06-13 06:00:00,0.056,0.672,0.31,0.627,0.718
2016-06-13 07:00:00,0.056,0.672,0.287,0.623,0.721
2016-06-13 08:00:00,0.033,0.672,0.287,0.627,0.719
2016-06-13 09:00:00,0.033,0.696,0.287,0.63,0.727
2016-06-13 10:00:00,0.033,0.696,0.287,0.63,0.723
2016-06-13 11:00:00,0.033,0.672,0.287,0.63,0.721
2016-06-13 12:00:00,0.033,0.672,0.287,0.637,0.719
2016-06-13 13:00:00,0.033,0.696,0.287,0.64,0.726
2016-06-13 14:00:00,0.033,0.696,0.287,0.64,0.728
2016-06-13 15:00:00,0.033,0.696,0.287,0.64,0.732
2016-06-13 16:00:00,0.033,0.672,0.263,0.633,0.727
2016-06-13 17:00:00,0.009,0.672,0.263,0.63,0.722
2016-06-13 18:00:00,0.009,0.672,0.287,0.63,0.72
2016-06-13 19:00:00,0.033,0.672,0.287,0.63,0.722
2016-06-13 20:00:00,0.033,0.672,0.263,0.63,0.724
2016-06-13 21:00:00,0.009,0.696,0.263,0.623,0.749
2016-06-13 22:00:00,0.009,0.696,0.239,0.627,0.725
2016-06-13 23:00:00,-0.014,0.696,0.239,0.617,0.748
2016-06-14 00:00:00,-0.014,0.649,0.263,0.617,0.706
2016-06-14 01:00:00,-0.014,0.649,0.263,0.627,0.715
2016-06-14 02:00:00,-0.014,0.672,0.239,0.63,0.715
2016-06-14 03:00:00,-0.014,0.672,0.239,0.63,0.702
2016-06-14 04:00:00,-0.014,0.672,0.239,0.637,0.716
2016-06-14 05:00:00,-0.014,0.672,0.239,0.633,0.726
2016-06-14 06:00:00,-0.014,0.672,0.239,0.63,0.708
2016-06-14 07:00:00,-0.014,0.672,0.239,0.623,0.714
2016-06-14 08:00:00,-0.014,0.672,0.239,0.633,0.717
2016-06-14 09:00:00,-0.014,0.696,0.239,0.633,0.716
2016-06-14 10:00:00,-0.014,0.696,0.239,0.623,0.737
2016-06-14 11:00:00,-0.038,0.672,0.239,0.627,0.721
2016-06-14 12:00:00,-0.038,0.696,0.239,0.637,0.724
2016-06-14 13:00:00,-0.038,0.696,0.239,0.647,0.73
2016-06-14 14:00:00,-0.038,0.696,0.239,0.65,0.747
2016-06-14 15:00:00,-0.038,0.696,0.239,0.65,0.746
2016-06-14 16:00:00,-0.014,0.696,0.239,0.657,0.741
2016-06-14 17:00:00,-0.038,0.672,0.239,0.653,0.72
2016-06-14 18:00:00,-0.038,0.696,0.239,0.65,0.73
2016-06-14 19:00:00,-0.038,0.672,0.239,0.657,0.714
2016-06-14 20:00:00,-0.038,0.696,0.239,0.66,0.716
2016-06-14 21:00:00,-0.038,0.672,0.239,0.653,0.704
2016-06-14 22:00:00,-0.038,0.672,0.239,0.643,0.724
2016-06-14 23:00:00,-0.014,0.696,0.239,0.627,0.744
2016-06-15 00:00:00,-0.014,0.696,0.239,0.627,0.737
2016-06-15 01:00:00,0.009,0.696,0.263,0.637,0.733
2016-06-15 02:00:00,0.033,0.696,0.263,0.64,0.742
2016-06-15 03:00:00,0.009,0.696,0.263,0.633,0.738
2016-06-15 04:00:00,0.009,0.696,0.239,0.637,0.725
2016-06-15 05:00:00,0.009,0.672,0.263,0.633,0.724
2016-06-15 06:00:00,0.009,0.672,0.263,0.63,0.73
2016-06-15 07:00:00,0.009,0.672,0.287,0.623,0.716
2016-06-15 08:00:00,0.009,0.672,0.263,0.62,0.715
2016-06-15 09:00:00,-0.014,0.649,0.287,0.62,0.706
2016-06-15 10:00:00,0.009,0.649,0.263,0.62,0.706
2016-06-15 11:00:00,0.009,0.672,0.287,0.613,0.706
2016-06-15 12:00:00,0.009,0.649,0.263,0.61,0.707
2016-06-15 13:00:00,0.009,0.649,0.287,0.61,0.704
2016-06-15 14:00:00,0.009,0.649,0.287,0.623,0.698
2016-06-15 15:00:00,0.033,0.672,0.287,0.623,0.723
2016-06-15 16:00:00,0.033,0.672,0.31,0.62,0.708
2016-06-15 17:00:00,0.033,0.649,0.31,0.6,0.676
2016-06-15 18:00:00,0.033,0.625,0.287,0.59,0.671
2016-06-15 19:00:00,0.033,0.649,0.287,0.603,0.687
2016-06-15 20:00:00,0.009,0.649,0.287,0.61,0.703
2016-06-15 21:00:00,0.009,0.649,0.31,0.61,0.705
2016-06-15 22:00:00,0.009,0.672,0.287,0.61,0.708
2016-06-15 23:00:00,0.009,0.672,0.31,0.617,0.708
2016-06-16 00:00:00,0.009,0.672,0.31,0.62,0.709
2016-06-16 01:00:00,0.009,0.649,0.31,0.613,0.71
2016-06-16 02:00:00,0.009,0.649,0.287,0.61,0.705
2016-06-16 03:00:00,0.009,0.649,0.263,0.603,0.705
2016-06-16 04:00:00,0.009,0.649,0.287,0.607,0.704
2016-06-16 05:00:00,-0.014,0.672,0.31,0.617,0.707
2016-06-16 06:00:00,-0.014,0.649,0.263,0.62,0.708
2016-06-16 07:00:00,-0.014,0.672,0.263,0.62,0.711
2016-06-16 08:00:00,-0.014,0.672,0.263,0.62,0.71
2016-06-16 09:00:00,-0.014,0.672,0.287,0.62,0.711
2016-06-16 10:00:00,-0.014,0.672,0.287,0.62,0.711
2016-06-16 11:00:00,-0.014,0.672,0.287,0.62,0.709
2016-06-16 12:00:00,-0.014,0.649,0.287,0.62,0.704
2016-06-16 13:00:00,0.009,0.649,0.287,0.613,0.703
2016-06-16 14:00:00,0.009,0.649,0.287,0.617,0.703
2016-06-16 15:00:00,0.009,0.672,0.287,0.627,0.725
2016-06-16 16:00:00,0.033,0.696,0.287,0.63,0.728
2016-06-16 17:00:00,0.056,0.672,0.287,0.623,0.72
2016-06-16 18:00:00,0.033,0.672,0.287,0.62,0.715
2016-06-16 19:00:00,0.056,0.672,0.287,0.627,0.721
2016-06-16 20:00:00,0.056,0.672,0.287,0.63,0.728
2016-06-16 21:00:00,0.056,0.672,0.287,0.63,0.72
2016-06-16 22:00:00,0.056,0.672,0.287,0.63,0.728
2016-06-16 23:00:00,0.056,0.696,0.287,0.637,0.727
2016-06-17 00:00:00,0.08,0.696,0.334,0.64,0.728
2016-06-17 01:00:00,0.08,0.696,0.287,0.647,0.736
2016-06-17 02:00:00,0.104,0.696,0.334,0.643,0.742
2016-06-17 03:00:00,0.104,0.696,0.334,0.647,0.734
2016-06-17 04:00:00,0.08,0.696,0.31,0.643,0.737
2016-06-17 05:00:00,0.104,0.696,0.31,0.64,0.738
2016-06-17 06:00:00,0.104,0.696,0.31,0.64,0.735
2016-06-17 07:00:00,0.08,0.672,0.357,0.633,0.722
2016-06-17 08:00:00,0.08,0.672,0.31,0.63,0.72
2016-06-17 09:00:00,0.08,0.672,0.334,0.623,0.712
2016-06-17 10:00:00,0.08,0.672,0.334,0.62,0.707
2016-06-17 11:00:00,0.08,0.672,0.334,0.613,0.708
2016-06-17 12:00:00,0.056,0.649,0.31,0.617,0.701
2016-06-17 13:00:00,0.056,0.649,0.334,0.613,0.698
2016-06-17 14:00:00,0.033,0.649,0.334,0.603,0.699
2016-06-17 15:00:00,0.033,0.649,0.287,0.613,0.701
2016-06-17 16:00:00,0.033,0.672,0.31,0.633,0.724
2016-06-17 17:00:00,0.033,0.672,0.334,0.633,0.725
2016-06-17 18:00:00,0.056,0.672,0.334,0.623,0.721
2016-06-17 19:00:00,0.056,0.672,0.31,0.62,0.713
2016-06-17 20:00:00,0.056,0.649,0.31,0.613,0.71
2016-06-17 21:00:00,0.08,0.649,0.31,0.603,0.704
2016-06-17 22:00:00,0.08,0.649,0.334,0.607,0.696
2016-06-17 23:00:00,0.08,0.672,0.334,0.617,0.71
2016-06-18 00:00:00,0.033,0.672,0.334,0.62,0.714
2016-06-18 01:00:00,0.056,0.672,0.334,0.62,0.715
2016-06-18 02:00:00,0.056,0.672,0.334,0.613,0.71
2016-06-18 03:00:00,0.08,0.672,0.31,0.617,0.714
2016-06-18 04:00:00,0.033,0.672,0.287,0.62,0.728
2016-06-18 05:00:00,0.08,0.672,0.334,0.62,0.718
2016-06-18 06:00:00,0.08,0.672,0.31,0.62,0.714
2016-06-18 07:00:00,0.08,0.672,0.31,0.62,0.722
2016-06-18 08:00:00,0.08,0.672,0.31,0.627,0.718
2016-06-18 09:00:00,0.08,0.672,0.334,0.63,0.721
2016-06-18 10:00:00,0.08,0.672,0.334,0.63,0.723
2016-06-18 11:00:00,0.104,0.672,0.31,0.63,0.72
2016-06-18 12:00:00,0.104,0.672,0.31,0.63,0.726
2016-06-18 13:00:00,0.08,0.672,0.31,0.637,0.722
2016-06-18 14:00:00,0.056,0.696,0.31,0.64,0.733
2016-06-18 15:00:00,0.08,0.696,0.31,0.64,0.735
2016-06-18 16:00:00,0.056,0.696,0.287,0.64,0.732
2016-06-18 17:00:00,0.056,0.696,0.31,0.64,0.735
2016-06-18 18:00:00,0.033,0.696,0.334,0.647,0.736
2016-06-18 19:00:00,0.033,0.696,0.31,0.643,0.735
2016-06-18 20:00:00,0.009,0.696,0.31,0.64,0.734
2016-06-18 21:00:00,0.009,0.696,0.31,0.64,0.733
2016-06-18 22:00:00,0.033,0.696,0.31,0.64,0.734
2016-06-18 23:00:00,0.009,0.696,0.31,0.64,0.734
2016-06-19 00:00:00,0.033,0.696,0.31,0.64,0.732
2016-06-19 01:00:00,0.033,0.696,0.31,0.64,0.733
2016-06-19 02:00:00,0.033,0.696,0.287,0.64,0.732
2016-06-19 03:00:00,0.033,0.696,0.31,0.64,0.732
2016-06-19 04:00:00,0.056,0.696,0.287,0.647,0.732
2016-06-19 05:00:00,0.033,0.696,0.287,0.65,0.733
2016-06-19 06:00:00,0.033,0.696,0.31,0.65,0.734
2016-06-19 07:00:00,0.033,0.696,0.31,0.643,0.732
2016-06-19 08:00:00,0.033,0.696,0.31,0.64,0.734
2016-06-19 09:00:00,0.033,0.672,0.334,0.627,0.728
2016-06-19 10:00:00,0.056,0.672,0.334,0.627,0.724
2016-06-19 11:00:00,0.056,0.672,0.334,0.63,0.726
2016-06-19 12:00:00,0.056,0.696,0.31,0.63,0.732
2016-06-19 13:00:00,0.056,0.696,0.31,0.637,0.729
2016-06-19 14:00:00,0.056,0.696,0.334,0.64,0.735
2016-06-19 15:00:00,0.056,0.696,0.334,0.633,0.729
2016-06-19 16:00:00,0.033,0.672,0.334,0.63,0.726
2016-06-19 17:00:00,0.033,0.672,0.31,0.623,0.723
2016-06-19 18:00:00,0.009,0.672,0.334,0.627,0.721
2016-06-19 19:00:00,0.009,0.672,0.334,0.623,0.724
2016-06-19 20:00:00,0.033,0.672,0.334,0.62,0.713
2016-06-19 21:00:00,0.056,0.649,0.357,0.613,0.701
2016-06-19 22:00:00,0.056,0.649,0.357,0.617,0.698
2016-06-19 23:00:00,0.056,0.672,0.334,0.62,0.707
2016-06-20 00:00:00,0.056,0.672,0.334,0.627,0.713
2016-06-20 01:00:00,0.056,0.672,0.334,0.63,0.716
2016-06-20 02:00:00,0.009,0.672,0.334,0.63,0.715
2016-06-20 03:00:00,0.033,0.696,0.31,0.637,0.728
2016-06-20 04:00:00,0.033,0.672,0.31,0.627,0.725
2016-06-20 05:00:00,0.033,0.672,0.31,0.62,0.709
2016-06-20 06:00:00,0.033,0.672,0.31,0.62,0.709
2016-06-20 07:00:00,0.033,0.672,0.287,0.62,0.714
2016-06-20 08:00:00,0.033,0.672,0.287,0.62,0.712
2016-06-20 09:00:00,0.009,0.649,0.287,0.62,0.707
2016-06-20 10:00:00,0.009,0.649,0.287,0.62,0.696
2016-06-20 11:00:00,0.009,0.649,0.31,0.62,0.701
2016-06-20 12:00:00,0.033,0.649,0.31,0.613,0.699
2016-06-20 13:00:00,0.033,0.649,0.31,0.61,0.702
2016-06-20 14:00:00,0.033,0.649,0.31,0.61,0.701
2016-06-20 15:00:00,0.033,0.649,0.287,0.61,0.694
2016-06-20 16:00:00,0.033,0.649,0.31,0.617,0.694
2016-06-20 17:00:00,0.033,0.649,0.287,0.62,0.694
2016-06-20 18:00:00,0.033,0.649,0.31,0.633,0.691
2016-06-20 19:00:00,0.033,0.696,0.31,0.633,0.733
2016-06-20 20:00:00,0.033,0.672,0.287,0.63,0.728
2016-06-20 21:00:00,0.033,0.696,0.31,0.637,0.729
2016-06-20 22:00:00,0.056,0.672,0.31,0.633,0.723
2016-06-20 23:00:00,0.056,0.672,0.31,0.63,0.721
2016-06-21 00:00:00,0.056,0.672,0.31,0.63,0.72
2016-06-21 01:00:00,0.056,0.696,0.31,0.643,0.734
2016-06-21 02:00:00,0.08,0.696,0.31,0.643,0.733
2016-06-21 03:00:00,0.08,0.696,0.31,0.647,0.734
2016-06-21 04:00:00,0.08,0.696,0.31,0.643,0.729
2016-06-21 05:00:00,0.08,0.672,0.31,0.64,0.724
2016-06-21 06:00:00,0.08,0.696,0.31,0.633,0.727
2016-06-21 07:00:00,0.08,0.672,0.31,0.637,0.726
2016-06-21 08:00:00,0.08,0.672,0.31,0.64,0.724
2016-06-21 09:00:00,0.104,0.696,0.31,0.633,0.73
2016-06-21 10:00:00,0.08,0.672,0.334,0.63,0.726
2016-06-21 11:00:00,0.104,0.672,0.31,0.63,0.719
2016-06-21 12:00:00,0.08,0.672,0.31,0.63,0.724
2016-06-21 13:00:00,0.08,0.696,0.287,0.637,0.735
2016-06-21 14:00:00,0.08,0.696,0.31,0.64,0.728
2016-06-21 15:00:00,0.08,0.672,0.287,0.633,0.721
2016-06-21 16:00:00,0.08,0.672,0.31,0.63,0.715
2016-06-21 17:00:00,0.08,0.672,0.287,0.63,0.718
2016-06-21 18:00:00,0.104,0.672,0.287,0.63,0.715
2016-06-21 19:00:00,0.104,0.672,0.287,0.63,0.711
2016-06-21 20:00:00,0.104,0.672,0.287,0.63,0.707
2016-06-21 21:00:00,0.104,0.649,0.287,0.63,0.702
2016-06-21 22:00:00,0.104,0.672,0.287,0.63,0.707
2016-06-21 23:00:00,0.104,0.649,0.31,0.623,0.699
2016-06-22 00:00:00,0.104,0.672,0.287,0.62,0.702
2016-06-22 01:00:00,0.104,0.672,0.287,0.62,0.706
2016-06-22 02:00:00,0.104,0.672,0.287,0.613,0.709
2016-06-22 03:00:00,0.127,0.649,0.31,0.617,0.705
2016-06-22 04:00:00,0.127,0.649,0.31,0.62,0.702
2016-06-22 05:00:00,0.127,0.649,0.287,0.62,0.695
2016-06-22 06:00:00,0.127,0.649,0.287,0.62,0.694
2016-06-22 07:00:00,0.127,0.672,0.287,0.62,0.71
2016-06-22 08:00:00,0.127,0.649,0.287,0.62,0.698
2016-06-22 09:00:00,0.127,0.672,0.287,0.62,0.711
2016-06-22 10:00:00,0.127,0.672,0.287,0.62,0.705
2016-06-22 11:00:00,0.127,0.649,0.263,0.627,0.697
2016-06-22 12:00:00,0.127,0.649,0.287,0.623,0.708
2016-06-22 13:00:00,0.151,0.672,0.287,0.62,0.708
2016-06-22 14:00:00,0.151,0.672,0.287,0.62,0.713
2016-06-22 15:00:00,0.151,0.672,0.287,0.62,0.713
2016-06-22 16:00:00,0.151,0.672,0.263,0.627,0.709
2016-06-22 17:00:00,0.151,0.672,0.263,0.63,0.714
2016-06-22 18:00:00,0.151,0.672,0.263,0.623,0.723
2016-06-22 19:00:00,0.127,0.672,0.263,0.62,0.71
2016-06-22 20:00:00,0.127,0.672,0.239,0.62,0.711
2016-06-22 21:00:00,0.127,0.649,0.263,0.62,0.705
2016-06-22 22:00:00,0.127,0.649,0.263,0.62,0.703
2016-06-22 23:00:00,0.127,0.672,0.263,0.627,0.705
2016-06-23 00:00:00,0.127,0.672,0.263,0.623,0.714
2016-06-23 01:00:00,0.127,0.672,0.287,0.627,0.716
2016-06-23 02:00:00,0.151,0.672,0.287,0.623,0.715
2016-06-23 03:00:00,0.151,0.672,0.263,0.62,0.706
2016-06-23 04:00:00,0.127,0.649,0.263,0.62,0.702
