time,24kum2a_s37_0002m,24kum2a_s37_0030m
2024-09-05 01:00:00,30.156,30.39
2024-09-05 02:00:00,30.027,30.359
2024-09-05 03:00:00,30.088,30.387
2024-09-05 04:00:00,30.186,30.552
2024-09-05 05:00:00,30.338,30.573
2024-09-05 06:00:00,30.409,30.574
2024-09-05 07:00:00,30.37,30.575
2024-09-05 08:00:00,30.347,30.591
2024-09-05 09:00:00,30.311,30.603
2024-09-05 10:00:00,30.308,30.612
2024-09-05 11:00:00,30.269,30.603
2024-09-05 12:00:00,30.265,30.427
2024-09-05 13:00:00,30.255,30.408
2024-09-05 14:00:00,30.207,30.493
2024-09-05 15:00:00,30.133,30.586
2024-09-05 16:00:00,30.145,30.62
2024-09-05 17:00:00,30.227,30.679
2024-09-05 18:00:00,30.334,30.726
2024-09-05 19:00:00,30.398,30.777
2024-09-05 20:00:00,30.393,30.792
2024-09-05 21:00:00,30.384,30.774
2024-09-05 22:00:00,30.388,30.754
2024-09-05 23:00:00,30.357,30.723
2024-09-06 00:00:00,30.163,30.713
2024-09-06 01:00:00,30.071,30.71
2024-09-06 02:00:00,30.072,30.716
2024-09-06 03:00:00,30.084,30.752
2024-09-06 04:00:00,30.116,30.781
2024-09-06 05:00:00,30.285,30.761
2024-09-06 06:00:00,30.277,30.75
2024-09-06 07:00:00,30.224,30.808
2024-09-06 08:00:00,30.211,30.853
2024-09-06 09:00:00,30.215,30.89
2024-09-06 10:00:00,30.229,30.853
2024-09-06 11:00:00,30.242,30.821
2024-09-06 12:00:00,30.241,30.792
2024-09-06 13:00:00,30.248,30.77
2024-09-06 14:00:00,30.239,30.73
2024-09-06 15:00:00,30.207,30.635
2024-09-06 16:00:00,30.205,30.521
2024-09-06 17:00:00,30.212,30.547
2024-09-06 18:00:00,30.236,30.595
2024-09-06 19:00:00,30.25,30.65
2024-09-06 20:00:00,30.261,30.72
2024-09-06 21:00:00,30.264,30.782
2024-09-06 22:00:00,30.271,30.791
2024-09-06 23:00:00,30.268,30.779
2024-09-07 00:00:00,30.263,30.726
2024-09-07 01:00:00,30.257,30.693
2024-09-07 02:00:00,30.254,30.666
2024-09-07 03:00:00,30.259,30.58
2024-09-07 04:00:00,30.266,30.545
2024-09-07 05:00:00,30.189,30.579
2024-09-07 06:00:00,30.176,30.595
2024-09-07 07:00:00,30.188,30.684
2024-09-07 08:00:00,30.183,30.851
2024-09-07 09:00:00,30.182,30.866
2024-09-07 10:00:00,30.181,30.865
2024-09-07 11:00:00,30.176,30.857
2024-09-07 12:00:00,30.179,30.782
2024-09-07 13:00:00,30.174,30.706
2024-09-07 14:00:00,30.123,30.634
2024-09-07 15:00:00,30.085,30.688
2024-09-07 16:00:00,30.061,30.735
2024-09-07 17:00:00,30.025,30.692
2024-09-07 18:00:00,30.012,30.663
2024-09-07 19:00:00,30.02,30.658
2024-09-07 20:00:00,30.142,30.718
2024-09-07 21:00:00,30.214,30.739
2024-09-07 22:00:00,30.206,30.723
2024-09-07 23:00:00,30.209,30.703
2024-09-08 00:00:00,30.207,30.715
